type,sourcename,sourceversion,creationdate,start_time,end_time,LABEL,HKTimeZone
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 4:43,12/26/2024 5:11,AsleepCore,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 5:11,12/26/2024 5:33,AsleepREM,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 5:33,12/26/2024 6:25,AsleepCore,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 6:25,12/26/2024 7:04,AsleepREM,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 7:04,12/26/2024 8:01,AsleepCore,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 8:01,12/26/2024 8:30,AsleepREM,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 8:30,12/26/2024 9:20,AsleepCore,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 9:20,12/26/2024 10:17,AsleepREM,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 3:04,12/26/2024 10:17,InBed,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 10:17,12/26/2024 10:19,Awake,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 10:19,12/26/2024 10:22,AsleepCore,Asia/Ho_Chi_Minh
HKCategoryTypeIdentifierSleepAnalysis,An ? Apple?atch,10.6.1,12/26/2024 10:26,12/26/2024 10:19,12/26/2024 10:22,InBed,Asia/Ho_Chi_Minh
